lan,text
en,It Is interesting that the females usually choose as mates those male birds that sing the most.
en,But suddenly it stood up and went away.
en,Studies in the United States have also shown that laughter is good for us.
en,Those who don't join the craze are often criticized by others.
en,"I always wash the windows by myself, though."
en,Today more and more people live in cities.
en,Dark clouds began to gather in the sky.
en,Then the opportunity cost is going Shopping.
en,My mother kissed me.
en,"He caught Antonio Rattin, the Argentine captain, breaking the rules."
en,"When he gets some food, he puts it in his own place and he doesn't let others know the place."
en,"The excitement goes away, and you see the country in a negative light."
en,"Sure, Let's move it together."
en,"""I do feel a little guilty, however, for taking it before she could change her mind."""
en,"He answered, ""This vine will bear a fruit that gives juice."
en,He lived with his old mother.
en,The weather won't be cold. It'll be warm.
en,Thank you.
en,"Sejong the Great made Hangul, the Korean alphabet."
en,These movie stars are treated in a very special way by everyone.
en,Today they can be found almost anywhere in North America.
en,They sat in the front.
en,After several years he became rich.
en,These are all signs that they are having dreams
en,"He asked me to show our garden the other day."""
en,"At the click of a mouse, they can tell just how much forest has been cut and burned, and where."
en,Never hurt the feelings of others.
en,Only a wise person can have them.
en,"""Excuse me,"" she said."
en,"And it can lead to conversations about more interesting, more serious, and more important topics."
en,"As our urban areas continue to grow in population density, these types of problems will surely grow too."
en,"When germs go inside fruit, the fruit becomes bad."
en,He was very pleased with the present.
en,"My father was not happy, but he didn't say ""no."""
en,"So next time you are ready to change the TV channel, think about the power game you're playing."
en,You can decide to develop new beliefs in order to make your life better and more enjoyable.
en,"Some people become rude, violent, or shameless in cyberspace because no one knows who they are."
en,The practice is becoming popular in many cities around the world.
en,Ted Williams was one of the greatest batters in U.S. baseball history.
en,Will you help me move this table?
en,"However, it is just a matter of time before these women get their freedom."
en,And then she goes back to her desk and begins to type.
en,"""We can't run faster than that bear even with running shoes."""
en,"In America, people say, if you dream about a dog, you'll be lucky."
en,Sometimes he goes to work on Sunday.
en,"He jumped out of bed, put on his clothes, and ran as fast as he could to the station."
en,"Even though you might not realize it, you consider opportunity cost every day."
en,"Love, Mother"
en,Of course I have parents.
en,From looking at himself!
en,This is usually their mother.
en,"""What are you doing?"" her friend asked."
en,She took care of the cows and hens.
en,Americans call it a Jack-O-Lantern.
en,It seems humans are not the only creatures that dream.
en,"Unfortunately, Giles' grandfather still hasn't accepted it."
en,American television seems very interested in cleaning.
en,"Several friends of mine have told me about the camp, and I am very interested in attending."
en,"At the 2002 World Cup, many players used the sport's biggest stage to display very interesting hairdos."
en,Sometimes he learns new things for movies.
en,"But when we crossed the Folly Bridge, we could see an old stone tower."
en,"Later Kennedy reported that Johnson had told him, ""You're losing Ohio, but we're doing fine in Pennsylvania."""
en,Scientists say the threat faced by polar bears is caused by global warming.
en,"On the other hand, most Koreans are indirect when they answer to a question."
en,"He has no parents and lives with his poor grandfather."""
en,Travel is fun.
en,They left their coats and began walking.
en,Even some movie theaters make audiences enjoy movies more by using smells which match the story.
en,"People have to eat, but culture teaches us what and when."
en,My mother and father went to a school for deaf children when they were young.
en,"If something is wrong in the environment, frogs are the first to be affected."
en,So what can you do to say in good health?
en,Let's say the top crowd decides that it is smart to wear bright red sweaters.
en,"Because he couldn't read well, he did poorly in school."
en,We now know that coca leaves contain a powerful pain-killing drug.
en,"When they grow up, if a similar string is tied around their leg, they won't try to break it."
en,"The lower the economic class is, the higher the likelihood of teen-age marriage is."
en,"""I don't wear a watch."""
en,"However, it is common for many people to experience culture shock in a foreign country."
en,And they are very clever.
en,"Then, their ability will be greatly improved."
en,During the boycott many blacks walked.
en,"I am really very pleased with this change, and I hope it will continue."
en,"The sick person was worried and asked, ""What's wrong with me, Doctor?"""
